filename,width,height,class,xmin,ymin,xmax,ymax
image-105.jpg,800,600,vehicle,294,253,314,272
image-106.jpg,800,600,pole,290,86,314,366
image-106.jpg,800,600,pole,399,209,414,342
image-106.jpg,800,600,pole,114,199,122,361
image-106.jpg,800,600,pole,166,249,182,351
image-106.jpg,800,600,pole,624,195,640,320
image-106.jpg,800,600,pole,461,244,472,330
image-106.jpg,800,600,pole,572,250,586,338
image-106.jpg,800,600,tree,191,174,207,340
image-106.jpg,800,600,tree,382,209,391,332
image-106.jpg,800,600,tree,233,188,248,338
image-106.jpg,800,600,tree,350,191,360,329
image-106.jpg,800,600,vehicle,586,315,800,427
image-106.jpg,800,600,vehicle,542,315,565,336
image-106.jpg,800,600,vehicle,429,320,455,335
image-107.jpg,800,600,pole,432,15,479,380
image-107.jpg,800,600,pole,689,196,711,378
image-107.jpg,800,600,pole,594,275,611,359
image-107.jpg,800,600,pole,632,298,645,362
image-107.jpg,800,600,pole,764,288,781,376
image-107.jpg,800,600,pole,261,230,276,335
image-107.jpg,800,600,pole,140,166,163,339
image-107.jpg,800,600,person,98,286,122,333
image-107.jpg,800,600,person,343,312,360,341
image-107.jpg,800,600,person,363,312,378,344
image-107.jpg,800,600,pole,180,228,197,336
image-108.jpg,800,600,pole,158,67,189,358
image-108.jpg,800,600,pole,342,253,354,351
image-108.jpg,800,600,vehicle,426,329,445,346
image-108.jpg,800,600,vehicle,396,327,414,344
image-109.jpg,800,600,vehicle,8,274,222,436
image-109.jpg,800,600,vehicle,282,315,377,372
image-11.jpg,800,600,vehicle,218,291,365,389
image-11.jpg,800,600,vehicle,381,308,413,335
image-11.jpg,800,600,tree,461,111,624,314
image-110.jpg,800,600,vehicle,345,327,393,359
image-110.jpg,800,600,vehicle,319,328,349,353
image-110.jpg,800,600,pole,481,244,508,354
image-110.jpg,800,600,pole,275,174,292,357
image-110.jpg,800,600,pole,250,269,260,353
image-110.jpg,800,600,pole,30,232,58,362
image-110.jpg,800,600,pole,196,295,206,351
image-111.jpg,800,600,pole,262,165,285,359
image-111.jpg,800,600,vehicle,357,323,385,374
image-111.jpg,800,600,vehicle,276,330,298,349
image-111.jpg,800,600,pole,119,301,132,351
image-111.jpg,800,600,pole,295,300,305,346
image-111.jpg,800,600,pole,240,267,248,343
image-112.jpg,800,600,vehicle,201,332,240,362
image-112.jpg,800,600,vehicle,446,339,485,362
image-112.jpg,800,600,vehicle,374,341,406,362
image-112.jpg,800,600,vehicle,427,349,446,362
image-114.jpg,800,600,vehicle,340,312,424,341
image-114.jpg,800,600,vehicle,426,311,563,353
image-117.jpg,800,600,vehicle,357,340,398,363
image-117.jpg,800,600,pole,345,222,361,369
image-117.jpg,800,600,pole,552,206,587,377
image-117.jpg,800,600,pole,494,287,505,361
image-117.jpg,800,600,pole,585,301,593,357
image-118.jpg,800,600,pole,270,149,296,341
image-118.jpg,800,600,pole,411,291,424,344
image-118.jpg,800,600,pole,306,285,317,335
image-118.jpg,800,600,pole,513,298,523,349
image-118.jpg,800,600,vehicle,330,312,362,370
image-118.jpg,800,600,vehicle,464,331,490,352
image-119.jpg,800,600,vehicle,173,309,265,359
image-119.jpg,800,600,vehicle,324,324,364,349
image-119.jpg,800,600,vehicle,398,333,419,347
image-12.jpg,800,600,vehicle,402,334,466,379
image-12.jpg,800,600,vehicle,566,331,608,378
image-12.jpg,800,600,vehicle,644,349,680,371
image-12.jpg,800,600,vehicle,740,269,800,415
image-120.jpg,800,600,pole,273,8,304,379
image-120.jpg,800,600,pole,529,244,558,328
image-120.jpg,800,600,pole,119,248,144,362
image-120.jpg,800,600,pole,343,264,354,343
image-120.jpg,800,600,tree,217,254,235,345
image-120.jpg,800,600,vehicle,585,293,775,400
image-120.jpg,800,600,vehicle,501,323,567,362
image-120.jpg,800,600,vehicle,377,331,400,346
image-120.jpg,800,600,vehicle,410,331,433,347
image-120.jpg,800,600,tree,65,244,79,344
image-120.jpg,800,600,tree,11,241,28,348
image-121.jpg,800,600,pole,61,5,125,408
image-121.jpg,800,600,pole,677,64,725,370
image-121.jpg,800,600,pole,390,232,409,351
image-121.jpg,800,600,pole,227,262,242,357
image-121.jpg,800,600,pole,122,184,144,367
image-121.jpg,800,600,person,668,288,704,366
image-121.jpg,800,600,person,595,297,622,355
image-121.jpg,800,600,person,474,311,489,350
image-121.jpg,800,600,person,457,314,472,349
image-121.jpg,800,600,person,435,314,445,351
image-121.jpg,800,600,vehicle,293,331,325,354
image-121.jpg,800,600,tree,374,175,393,325
image-121.jpg,800,600,tree,611,72,640,291
image-121.jpg,800,600,tree,22,184,51,362
image-122.jpg,800,600,pole,503,11,537,435
image-122.jpg,800,600,pole,580,258,593,369
image-122.jpg,800,600,pole,719,290,727,361
image-122.jpg,800,600,person,763,345,775,372
image-122.jpg,800,600,person,540,331,556,373
image-122.jpg,800,600,person,561,341,567,357
image-122.jpg,800,600,vehicle,649,328,693,425
image-122.jpg,800,600,vehicle,610,346,651,374
image-123.jpg,800,600,pole,467,178,488,370
image-123.jpg,800,600,pole,214,246,224,360
image-123.jpg,800,600,pole,253,290,261,354
image-123.jpg,800,600,pole,340,304,349,350
image-123.jpg,800,600,person,66,325,86,377
image-123.jpg,800,600,person,90,322,114,376
image-123.jpg,800,600,person,142,327,163,372
image-123.jpg,800,600,person,186,330,201,357
image-123.jpg,800,600,vehicle,269,335,290,352
image-123.jpg,800,600,vehicle,314,336,336,349
image-123.jpg,800,600,tree,222,235,245,346
image-124.jpg,800,600,pole,612,50,633,399
image-124.jpg,800,600,pole,322,210,339,359
image-124.jpg,800,600,pole,424,289,433,348
image-124.jpg,800,600,vehicle,154,322,229,348
image-124.jpg,800,600,vehicle,483,333,502,347
image-124.jpg,800,600,person,597,320,613,367
image-124.jpg,800,600,person,351,322,364,349
image-125.jpg,800,600,tree,608,59,632,371
image-125.jpg,800,600,tree,490,243,503,348
image-125.jpg,800,600,tree,329,251,339,342
image-125.jpg,800,600,tree,343,262,353,339
image-125.jpg,800,600,tree,366,268,374,328
image-125.jpg,800,600,pole,644,96,661,380
image-125.jpg,800,600,pole,74,40,93,353
image-125.jpg,800,600,pole,506,272,522,356
image-125.jpg,800,600,pole,476,302,485,346
image-125.jpg,800,600,vehicle,193,325,270,358
image-125.jpg,800,600,vehicle,423,328,440,344
image-125.jpg,800,600,vehicle,450,328,464,341
image-125.jpg,800,600,person,677,330,693,375
image-125.jpg,800,600,person,578,329,588,358
image-125.jpg,800,600,person,557,327,572,357
image-126.jpg,800,600,vehicle,324,305,447,399
image-126.jpg,800,600,vehicle,90,329,202,370
image-126.jpg,800,600,vehicle,218,319,259,341
image-126.jpg,800,600,tree,527,51,563,348
image-126.jpg,800,600,pole,7,183,21,362
image-126.jpg,800,600,pole,35,264,55,370
image-126.jpg,800,600,pole,191,266,201,339
image-126.jpg,800,600,pole,256,276,266,314
image-126.jpg,800,600,pole,466,207,480,356
image-127.jpg,800,600,pole,596,237,622,422
image-127.jpg,800,600,pole,735,350,754,423
image-127.jpg,800,600,pole,148,361,159,438
image-127.jpg,800,600,vehicle,398,386,431,426
image-127.jpg,800,600,pole,548,348,569,422
image-127.jpg,800,600,pole,656,267,687,422
image-127.jpg,800,600,pole,251,378,269,427
image-127.jpg,800,600,person,692,380,708,420
image-127.jpg,800,600,person,767,366,795,422
image-128.jpg,800,600,person,418,333,428,357
image-128.jpg,800,600,pole,568,110,615,416
image-128.jpg,800,600,pole,8,241,27,390
image-128.jpg,800,600,pole,51,281,64,378
image-128.jpg,800,600,pole,136,286,150,372
image-128.jpg,800,600,pole,181,303,195,364
image-128.jpg,800,600,pole,549,231,566,378
image-128.jpg,800,600,vehicle,251,307,303,422
image-128.jpg,800,600,pole,371,301,385,361
image-129.jpg,800,600,tree,105,212,131,368
image-129.jpg,800,600,tree,586,215,611,357
image-129.jpg,800,600,pole,44,175,72,376
image-129.jpg,800,600,pole,522,256,542,351
image-129.jpg,800,600,pole,545,278,558,344
image-129.jpg,800,600,pole,188,285,197,353
image-129.jpg,800,600,vehicle,215,328,247,353
image-13.jpg,800,600,vehicle,3,251,122,338
image-13.jpg,800,600,vehicle,405,264,450,290
image-130.jpg,800,600,person,687,295,740,398
image-130.jpg,800,600,person,266,289,285,322
image-130.jpg,800,600,pole,107,93,145,376
image-130.jpg,800,600,pole,497,234,507,346
image-130.jpg,800,600,pole,336,209,348,296
image-130.jpg,800,600,vehicle,393,241,413,259
image-14.jpg,800,600,vehicle,450,301,583,389
image-15.jpg,800,600,vehicle,201,260,458,470
image-15.jpg,800,600,vehicle,476,299,512,324
image-15.jpg,800,600,vehicle,522,300,561,330
image-15.jpg,800,600,tree,702,5,756,383
image-15.jpg,800,600,tree,205,9,230,284
image-16.jpg,800,600,vehicle,427,330,442,344
image-16.jpg,800,600,vehicle,365,331,380,341
image-17.jpg,800,600,vehicle,5,269,121,404
image-17.jpg,800,600,vehicle,201,315,275,364
image-17.jpg,800,600,vehicle,445,323,491,351
image-17.jpg,800,600,vehicle,402,321,426,337
image-18.jpg,800,600,vehicle,398,338,432,363
image-18.jpg,800,600,vehicle,4,339,73,382
image-18.jpg,800,600,tree,141,71,171,363
image-18.jpg,800,600,vehicle,187,349,212,365
image-18.jpg,800,600,vehicle,371,349,391,362
image-18.jpg,800,600,tree,515,164,539,360
image-2.jpg,800,600,pole,229,16,250,371
image-2.jpg,800,600,pole,702,88,715,356
image-2.jpg,800,600,tree,79,220,95,338
image-2.jpg,800,600,tree,358,26,373,346
image-2.jpg,800,600,tree,384,64,396,346
image-2.jpg,800,600,tree,408,92,415,347
image-2.jpg,800,600,vehicle,687,304,800,432
image-2.jpg,800,600,vehicle,440,329,466,351
image-2.jpg,800,600,pole,533,251,544,352
image-2.jpg,800,600,tree,253,246,263,335
image-2.jpg,800,600,tree,158,264,177,341
image-2.jpg,800,600,tree,271,277,287,339
image-20.jpg,800,600,vehicle,113,335,143,352
image-20.jpg,800,600,tree,692,9,765,364
image-21.jpg,800,600,vehicle,180,336,220,363
image-21.jpg,800,600,vehicle,221,317,261,346
image-22.jpg,800,600,vehicle,143,297,276,360
image-22.jpg,800,600,vehicle,598,323,612,345
image-22.jpg,800,600,vehicle,523,283,537,293
image-22.jpg,800,600,vehicle,580,312,591,321
image-23.jpg,800,600,vehicle,270,274,300,291
image-24.jpg,800,600,vehicle,171,245,240,296
image-24.jpg,800,600,vehicle,432,259,464,287
image-24.jpg,800,600,vehicle,77,262,148,301
image-24.jpg,800,600,vehicle,413,243,430,258
image-24.jpg,800,600,vehicle,241,258,267,277
image-24.jpg,800,600,vehicle,2,256,75,303
image-24.jpg,800,600,vehicle,363,242,374,258
image-24.jpg,800,600,vehicle,464,235,474,247
image-25.jpg,800,600,vehicle,557,312,677,389
image-25.jpg,800,600,vehicle,402,320,453,360
image-25.jpg,800,600,vehicle,498,318,512,345
image-25.jpg,800,600,vehicle,376,306,396,325
image-25.jpg,800,600,vehicle,484,318,493,338
image-25.jpg,800,600,tree,699,84,757,335
image-25.jpg,800,600,pole,199,255,210,334
image-25.jpg,800,600,pole,404,249,415,315
image-26.jpg,800,600,pole,337,237,352,350
image-26.jpg,800,600,pole,383,293,393,356
image-26.jpg,800,600,pole,400,315,407,359
image-27.jpg,800,600,vehicle,437,346,456,359
image-27.jpg,800,600,pole,304,153,314,335
image-27.jpg,800,600,pole,363,268,371,348
image-27.jpg,800,600,pole,378,304,383,355
image-28.jpg,800,600,pole,278,144,292,334
image-28.jpg,800,600,pole,326,259,335,342
image-28.jpg,800,600,vehicle,354,327,416,366
image-28.jpg,800,600,pole,673,184,688,354
image-29.jpg,800,600,vehicle,26,285,107,328
image-29.jpg,800,600,vehicle,236,256,257,273
image-29.jpg,800,600,vehicle,469,249,507,274
image-29.jpg,800,600,pole,578,164,606,306
image-29.jpg,800,600,pole,261,130,283,296
image-29.jpg,800,600,pole,295,189,303,259
image-3.jpg,800,600,pole,117,6,162,394
image-3.jpg,800,600,pole,571,169,593,349
image-3.jpg,800,600,pole,472,259,490,340
image-3.jpg,800,600,vehicle,397,328,427,351
image-3.jpg,800,600,vehicle,194,341,235,364
image-3.jpg,800,600,tree,228,7,282,378
image-3.jpg,800,600,tree,269,6,314,368
image-3.jpg,800,600,tree,326,25,364,362
image-31.jpg,800,600,pole,480,220,493,358
image-31.jpg,800,600,pole,150,103,164,352
image-31.jpg,800,600,pole,297,239,304,342
image-31.jpg,800,600,pole,349,281,356,339
image-31.jpg,800,600,pole,377,296,381,344
image-31.jpg,800,600,vehicle,392,331,411,345
image-31.jpg,800,600,vehicle,414,330,439,344
image-32.jpg,800,600,vehicle,381,323,429,356
image-32.jpg,800,600,vehicle,473,323,488,339
image-32.jpg,800,600,vehicle,492,322,515,342
image-32.jpg,800,600,pole,173,37,190,371
image-32.jpg,800,600,pole,383,222,389,322
image-33.jpg,800,600,pole,131,138,155,363
image-33.jpg,800,600,pole,210,227,232,346
image-33.jpg,800,600,vehicle,264,325,285,343
image-33.jpg,800,600,vehicle,297,322,319,340
image-33.jpg,800,600,vehicle,220,309,231,316
image-34.jpg,800,600,pole,185,216,201,383
image-34.jpg,800,600,pole,230,304,242,383
image-34.jpg,800,600,pole,250,314,258,380
image-34.jpg,800,600,vehicle,276,363,301,383
image-35.jpg,800,600,pole,291,193,303,356
image-35.jpg,800,600,pole,369,284,379,361
image-35.jpg,800,600,tree,435,291,447,361
image-35.jpg,800,600,vehicle,450,342,474,361
image-36.jpg,800,600,pole,325,11,368,454
image-36.jpg,800,600,pole,43,247,67,400
image-36.jpg,800,600,tree,185,289,199,405
image-37.jpg,800,600,pole,572,83,600,361
image-37.jpg,800,600,pole,691,103,716,354
image-37.jpg,800,600,pole,762,111,782,347
image-37.jpg,800,600,pole,709,199,719,336
image-37.jpg,800,600,pole,27,177,51,325
image-37.jpg,800,600,pole,156,227,166,330
image-37.jpg,800,600,tree,159,13,186,339
image-38.jpg,800,600,pole,226,139,244,361
image-38.jpg,800,600,pole,79,264,95,355
image-38.jpg,800,600,pole,196,292,207,348
image-38.jpg,800,600,tree,270,75,289,352
image-38.jpg,800,600,tree,317,151,333,347
image-38.jpg,800,600,vehicle,212,332,229,346
image-39.jpg,800,600,vehicle,467,296,633,394
image-39.jpg,800,600,vehicle,307,309,356,351
image-39.jpg,800,600,vehicle,361,318,383,334
image-39.jpg,800,600,tree,188,8,222,291
image-39.jpg,800,600,tree,238,8,259,302
image-39.jpg,800,600,tree,266,11,277,303
image-4.jpg,800,600,vehicle,484,312,558,364
image-4.jpg,800,600,vehicle,457,323,485,355
image-4.jpg,800,600,vehicle,392,328,416,351
image-4.jpg,800,600,vehicle,428,330,442,344
image-4.jpg,800,600,pole,616,115,638,367
image-4.jpg,800,600,tree,221,7,256,373
image-4.jpg,800,600,tree,303,61,323,358
image-4.jpg,800,600,tree,345,84,359,355
image-4.jpg,800,600,pole,282,174,298,366
image-4.jpg,800,600,pole,473,252,486,330
image-4.jpg,800,600,person,690,319,708,351
image-4.jpg,800,600,person,740,323,750,354
image-4.jpg,800,600,person,724,317,738,352
image-40.jpg,800,600,pole,634,47,666,399
image-40.jpg,800,600,pole,452,236,461,358
image-40.jpg,800,600,pole,716,248,724,353
image-40.jpg,800,600,pole,677,277,683,350
image-40.jpg,800,600,tree,62,5,95,352
image-40.jpg,800,600,tree,12,4,33,329
image-40.jpg,800,600,tree,231,65,252,346
image-40.jpg,800,600,tree,268,6,295,359
image-40.jpg,800,600,tree,386,142,400,341
image-40.jpg,800,600,tree,467,154,483,344
image-40.jpg,800,600,tree,580,302,590,334
image-40.jpg,800,600,tree,693,185,700,345
image-41.jpg,800,600,tree,40,6,92,361
image-41.jpg,800,600,tree,1,8,26,360
image-41.jpg,800,600,tree,294,173,316,347
image-41.jpg,800,600,tree,217,122,235,319
image-41.jpg,800,600,tree,266,144,281,349
image-41.jpg,800,600,person,111,313,131,369
image-41.jpg,800,600,person,133,313,151,370
image-41.jpg,800,600,person,179,316,199,368
image-41.jpg,800,600,person,212,320,222,363
image-41.jpg,800,600,person,224,322,238,354
image-41.jpg,800,600,vehicle,369,332,388,351
image-41.jpg,800,600,vehicle,391,331,407,345
image-41.jpg,800,600,pole,459,255,469,349
image-41.jpg,800,600,pole,472,260,481,353
image-42.jpg,800,600,person,238,230,261,301
image-42.jpg,800,600,person,452,219,465,247
image-42.jpg,800,600,person,671,235,681,264
image-42.jpg,800,600,vehicle,486,232,534,263
image-42.jpg,800,600,vehicle,590,218,616,241
image-42.jpg,800,600,pole,636,159,650,261
image-42.jpg,800,600,pole,431,142,454,267
image-43.jpg,800,600,vehicle,353,387,414,440
image-43.jpg,800,600,vehicle,303,398,333,422
image-43.jpg,800,600,vehicle,200,392,285,423
image-43.jpg,800,600,pole,116,215,139,445
image-43.jpg,800,600,pole,233,305,245,425
image-44.jpg,800,600,pole,248,203,267,355
image-44.jpg,800,600,pole,532,6,579,425
image-44.jpg,800,600,person,498,277,514,309
image-44.jpg,800,600,person,523,294,534,326
image-44.jpg,800,600,vehicle,448,239,466,255
image-45.jpg,800,600,pole,528,81,567,396
image-45.jpg,800,600,pole,209,203,221,360
image-45.jpg,800,600,pole,442,308,456,369
image-45.jpg,800,600,pole,290,315,303,366
image-45.jpg,800,600,pole,139,232,178,361
image-45.jpg,800,600,tree,498,170,512,314
image-46.jpg,800,600,pole,564,85,588,370
image-47.jpg,800,600,vehicle,5,229,217,395
image-47.jpg,800,600,pole,511,125,526,302
image-47.jpg,800,600,pole,299,175,311,286
image-47.jpg,800,600,pole,343,206,350,277
image-47.jpg,800,600,pole,464,192,471,285
image-47.jpg,800,600,pole,142,61,170,242
image-48.jpg,800,600,vehicle,143,302,268,382
image-48.jpg,800,600,pole,98,149,116,352
image-48.jpg,800,600,pole,568,138,591,369
image-48.jpg,800,600,pole,415,238,428,334
image-48.jpg,800,600,pole,257,236,267,332
image-48.jpg,800,600,pole,452,116,477,337
image-49.jpg,800,600,vehicle,4,234,470,521
image-49.jpg,800,600,person,675,340,697,381
image-49.jpg,800,600,pole,592,18,649,410
image-49.jpg,800,600,pole,539,151,571,373
image-5.jpg,800,600,pole,612,142,635,370
image-5.jpg,800,600,pole,355,208,375,359
image-5.jpg,800,600,pole,447,260,459,349
image-5.jpg,800,600,pole,573,251,588,349
image-5.jpg,800,600,person,681,329,690,351
image-5.jpg,800,600,person,716,327,725,359
image-5.jpg,800,600,person,707,327,717,351
image-5.jpg,800,600,vehicle,531,332,564,353
image-5.jpg,800,600,tree,505,244,514,341
image-50.jpg,800,600,pole,479,225,508,359
image-50.jpg,800,600,pole,171,148,188,379
image-50.jpg,800,600,person,37,324,67,368
image-50.jpg,800,600,pole,182,244,197,357
image-50.jpg,800,600,pole,323,271,335,354
image-50.jpg,800,600,pole,445,285,459,346
image-50.jpg,800,600,vehicle,356,332,389,353
image-50.jpg,800,600,vehicle,396,333,411,343
image-51.jpg,800,600,person,445,300,463,336
image-51.jpg,800,600,tree,650,8,675,315
image-52.jpg,800,600,pole,493,199,524,366
image-52.jpg,800,600,pole,434,282,448,349
image-52.jpg,800,600,pole,83,112,116,359
image-52.jpg,800,600,pole,146,209,158,366
image-52.jpg,800,600,pole,300,294,312,350
image-52.jpg,800,600,pole,224,262,244,355
image-52.jpg,800,600,pole,420,301,431,347
image-52.jpg,800,600,person,164,326,177,357
image-52.jpg,800,600,vehicle,355,334,373,348
image-52.jpg,800,600,pole,543,251,562,354
image-52.jpg,800,600,pole,573,254,581,356
image-52.jpg,800,600,tree,269,203,282,351
image-52.jpg,800,600,tree,254,216,262,350
image-53.jpg,800,600,vehicle,4,299,108,437
image-53.jpg,800,600,vehicle,100,307,257,404
image-53.jpg,800,600,vehicle,358,327,378,342
image-53.jpg,800,600,vehicle,400,328,407,338
image-53.jpg,800,600,person,755,303,774,395
image-53.jpg,800,600,person,770,308,797,394
image-53.jpg,800,600,pole,459,277,467,349
image-53.jpg,800,600,pole,108,116,136,339
image-53.jpg,800,600,pole,258,262,269,353
image-53.jpg,800,600,pole,197,211,224,322
image-53.jpg,800,600,pole,498,204,521,349
image-53.jpg,800,600,pole,312,262,329,346
image-54.jpg,800,600,pole,281,18,346,414
image-54.jpg,800,600,pole,207,12,272,366
image-54.jpg,800,600,pole,26,230,81,366
image-54.jpg,800,600,pole,162,182,193,359
image-55.jpg,800,600,pole,262,149,310,349
image-55.jpg,800,600,person,462,308,489,372
image-55.jpg,800,600,person,493,304,521,377
image-55.jpg,800,600,person,16,320,47,382
image-55.jpg,800,600,person,116,322,128,360
image-55.jpg,800,600,person,126,325,140,362
image-55.jpg,800,600,person,138,323,154,365
image-55.jpg,800,600,pole,226,277,248,344
image-55.jpg,800,600,pole,162,280,175,340
image-56.jpg,800,600,vehicle,352,301,569,431
image-56.jpg,800,600,person,129,306,152,359
image-56.jpg,800,600,pole,128,176,148,342
image-56.jpg,800,600,tree,82,10,112,351
image-56.jpg,800,600,tree,392,8,416,311
image-56.jpg,800,600,tree,438,3,455,301
image-57.jpg,800,600,pole,688,5,723,443
image-57.jpg,800,600,pole,374,212,388,356
image-57.jpg,800,600,pole,504,266,515,355
image-57.jpg,800,600,pole,466,304,478,348
image-57.jpg,800,600,tree,183,230,201,351
image-58.jpg,800,600,pole,654,7,695,429
image-58.jpg,800,600,pole,461,250,474,344
image-58.jpg,800,600,pole,370,294,378,343
image-58.jpg,800,600,vehicle,272,316,309,375
image-58.jpg,800,600,vehicle,378,328,402,344
image-58.jpg,800,600,vehicle,428,329,448,346
image-59.jpg,800,600,vehicle,395,330,420,349
image-59.jpg,800,600,vehicle,444,333,459,346
image-59.jpg,800,600,pole,296,235,311,354
image-59.jpg,800,600,pole,502,263,514,354
image-59.jpg,800,600,pole,328,216,336,351
image-59.jpg,800,600,pole,323,285,332,348
image-59.jpg,800,600,pole,461,281,473,354
image-59.jpg,800,600,pole,358,289,369,344
image-6.jpg,800,600,vehicle,498,319,586,379
image-6.jpg,800,600,vehicle,41,324,114,358
image-6.jpg,800,600,vehicle,205,328,248,353
image-6.jpg,800,600,person,631,327,644,355
image-6.jpg,800,600,person,664,326,682,356
image-6.jpg,800,600,pole,202,103,229,370
image-6.jpg,800,600,tree,264,7,288,367
image-6.jpg,800,600,tree,351,6,367,351
image-6.jpg,800,600,tree,335,140,347,347
image-6.jpg,800,600,tree,377,165,390,346
image-60.jpg,800,600,pole,488,201,519,364
image-60.jpg,800,600,pole,24,261,48,382
image-60.jpg,800,600,pole,66,275,80,368
image-60.jpg,800,600,pole,186,306,194,337
image-60.jpg,800,600,vehicle,169,340,217,363
image-60.jpg,800,600,vehicle,302,333,326,352
image-60.jpg,800,600,vehicle,250,338,264,350
image-60.jpg,800,600,tree,355,270,369,349
image-60.jpg,800,600,tree,333,294,346,351
image-61.jpg,800,600,pole,657,123,699,382
image-61.jpg,800,600,pole,469,282,486,350
image-61.jpg,800,600,pole,242,255,253,317
image-61.jpg,800,600,pole,185,218,201,345
image-61.jpg,800,600,vehicle,196,309,288,372
image-61.jpg,800,600,vehicle,350,327,376,346
image-61.jpg,800,600,person,597,315,612,365
image-61.jpg,800,600,person,616,315,631,365
image-61.jpg,800,600,person,740,307,765,385
image-62.jpg,800,600,person,538,328,554,365
image-62.jpg,800,600,person,560,327,579,373
image-62.jpg,800,600,person,619,324,637,373
image-62.jpg,800,600,person,506,331,516,362
image-62.jpg,800,600,pole,681,133,726,411
image-62.jpg,800,600,pole,592,165,631,391
image-62.jpg,800,600,tree,28,184,93,388
image-62.jpg,800,600,vehicle,122,324,259,408
image-62.jpg,800,600,vehicle,243,334,300,382
image-62.jpg,800,600,vehicle,331,337,359,356
image-62.jpg,800,600,vehicle,392,340,405,352
image-62.jpg,800,600,pole,440,304,450,355
image-62.jpg,800,600,pole,514,254,529,371
image-62.jpg,800,600,pole,474,292,489,364
image-63.jpg,800,600,pole,656,59,703,384
image-63.jpg,800,600,pole,517,235,533,350
image-63.jpg,800,600,pole,445,297,457,345
image-63.jpg,800,600,person,581,314,593,351
image-63.jpg,800,600,person,505,322,517,346
image-63.jpg,800,600,person,529,320,540,346
image-63.jpg,800,600,person,541,316,553,346
image-63.jpg,800,600,vehicle,386,334,416,356
image-63.jpg,800,600,tree,74,232,125,378
image-63.jpg,800,600,tree,227,284,245,365
image-63.jpg,800,600,pole,136,239,152,378
image-63.jpg,800,600,pole,173,255,189,371
image-63.jpg,800,600,pole,281,293,299,355
image-64.jpg,800,600,pole,321,261,335,422
image-64.jpg,800,600,pole,87,319,98,423
image-64.jpg,800,600,pole,114,327,123,399
image-64.jpg,800,600,vehicle,219,384,286,422
image-64.jpg,800,600,person,428,368,455,425
image-65.jpg,800,600,pole,488,197,504,370
image-65.jpg,800,600,pole,228,219,247,364
image-65.jpg,800,600,pole,242,110,269,351
image-65.jpg,800,600,vehicle,264,327,322,367
image-65.jpg,800,600,vehicle,343,325,368,364
image-65.jpg,800,600,vehicle,393,330,419,349
image-65.jpg,800,600,person,505,320,526,364
image-67.jpg,800,600,vehicle,405,311,507,377
image-67.jpg,800,600,vehicle,514,315,556,342
image-67.jpg,800,600,vehicle,124,318,195,344
image-67.jpg,800,600,pole,480,167,505,330
image-67.jpg,800,600,pole,113,176,125,349
image-67.jpg,800,600,pole,554,213,567,349
image-68.jpg,800,600,pole,440,151,474,370
image-68.jpg,800,600,pole,211,260,235,361
image-68.jpg,800,600,tree,128,147,190,378
image-69.jpg,800,600,pole,518,160,537,369
image-69.jpg,800,600,pole,279,239,293,359
image-69.jpg,800,600,pole,454,259,462,355
image-69.jpg,800,600,person,136,321,159,377
image-69.jpg,800,600,person,498,320,515,355
image-69.jpg,800,600,person,468,324,477,352
image-69.jpg,800,600,vehicle,378,332,393,344
image-7.jpg,800,600,tree,172,7,207,365
